X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;
Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;
669;-1,52E+00;-1,40E+00;;;;669;-1,52E+00;-1,44E+00;;;;669;-1,44E+00;-1,40E+00;;;;
670;-1,52E+00;-1,44E+00;;;;670;-1,52E+00;-1,44E+00;;;;670;-1,48E+00;-1,40E+00;;;;
671;-1,44E+00;-1,48E+00;;;;671;-1,44E+00;-1,36E+00;;;;671;-1,44E+00;-1,36E+00;;;;
672;-1,44E+00;-1,44E+00;;;;672;-1,44E+00;-1,40E+00;;;;672;-1,44E+00;-1,36E+00;;;;
673;-1,52E+00;-1,48E+00;;;;673;-1,52E+00;-1,44E+00;;;;673;-1,52E+00;-1,44E+00;;;;
674;-1,52E+00;-1,44E+00;;;;674;-1,44E+00;-1,44E+00;;;;674;-1,48E+00;-1,36E+00;;;;
675;-1,44E+00;-1,48E+00;;;;675;-1,52E+00;-1,40E+00;;;;675;-1,44E+00;-1,44E+00;;;;
676;-1,52E+00;-1,44E+00;;;;676;-1,44E+00;-1,48E+00;;;;676;-1,44E+00;-1,36E+00;;;;
677;-1,44E+00;-1,48E+00;;;;677;-1,52E+00;-1,36E+00;;;;677;-1,52E+00;-1,44E+00;;;;
678;-1,52E+00;-1,44E+00;;;;678;-1,44E+00;-1,44E+00;;;;678;-1,44E+00;-1,44E+00;;;;
679;-1,44E+00;-1,48E+00;;;;679;-1,52E+00;-1,40E+00;;;;679;-1,52E+00;-1,36E+00;;;;
680;-1,52E+00;-1,48E+00;;;;680;-1,52E+00;-1,44E+00;;;;680;-1,44E+00;-1,44E+00;;;;
681;-1,44E+00;-1,40E+00;;;;681;-1,44E+00;-1,40E+00;;;;681;-1,52E+00;-1,36E+00;;;;
682;-1,44E+00;-1,44E+00;;;;682;-1,52E+00;-1,40E+00;;;;682;-1,48E+00;-1,44E+00;;;;
683;-1,52E+00;-1,48E+00;;;;683;-1,44E+00;-1,48E+00;;;;683;-1,44E+00;-1,36E+00;;;;
684;-1,52E+00;-1,44E+00;;;;684;-1,44E+00;-1,40E+00;;;;684;-1,44E+00;-1,40E+00;;;;
685;-1,44E+00;-1,48E+00;;;;685;-1,52E+00;-1,48E+00;;;;685;-1,52E+00;-1,44E+00;;;;
686;-1,52E+00;-1,48E+00;;;;686;-1,44E+00;-1,40E+00;;;;686;-1,48E+00;-1,40E+00;;;;
687;-1,44E+00;-1,40E+00;;;;687;-1,52E+00;-1,48E+00;;;;687;-1,44E+00;-1,48E+00;;;;
688;-1,52E+00;-1,48E+00;;;;688;-1,44E+00;-1,40E+00;;;;688;-1,52E+00;-1,44E+00;;;;
689;-1,44E+00;-1,40E+00;;;;689;-1,52E+00;-1,48E+00;;;;689;-1,44E+00;-1,36E+00;;;;
690;-1,52E+00;-1,48E+00;;;;690;-1,44E+00;-1,48E+00;;;;690;-1,44E+00;-1,40E+00;;;;
691;-1,44E+00;-1,44E+00;;;;691;-1,52E+00;-1,40E+00;;;;691;-1,52E+00;-1,44E+00;;;;
692;-1,44E+00;-1,44E+00;;;;692;-1,52E+00;-1,40E+00;;;;692;-1,44E+00;-1,40E+00;;;;
693;-1,52E+00;-1,48E+00;;;;693;-1,44E+00;-1,48E+00;;;;693;-1,52E+00;-1,44E+00;;;;
694;-1,52E+00;-1,48E+00;;;;694;-1,52E+00;-1,40E+00;;;;694;-1,44E+00;-1,44E+00;;;;
695;-1,44E+00;-1,40E+00;;;;695;-1,44E+00;-1,48E+00;;;;695;-1,52E+00;-1,40E+00;;;;
696;-1,44E+00;-1,48E+00;;;;696;-1,44E+00;-1,48E+00;;;;696;-1,52E+00;-1,44E+00;;;;
697;-1,52E+00;-1,44E+00;;;;697;-1,52E+00;-1,40E+00;;;;697;-1,44E+00;-1,40E+00;;;;
698;-1,44E+00;-1,48E+00;;;;698;-1,44E+00;-1,48E+00;;;;698;-1,44E+00;-1,40E+00;;;;
699;-1,52E+00;-1,44E+00;;;;699;-1,52E+00;-1,40E+00;;;;699;-1,52E+00;-1,48E+00;;;;
700;-1,52E+00;-1,48E+00;;;;700;-1,52E+00;-1,48E+00;;;;700;-1,48E+00;-1,44E+00;;;;
701;8,80E-01;-1,32E+00;;;;701;6,00E-01;-1,16E+00;;;;701;7,60E-01;-1,28E+00;;;;
702;5,60E-01;-1,36E+00;;;;702;5,60E-01;-1,36E+00;;;;702;5,60E-01;-1,32E+00;;;;
703;6,40E-01;-1,12E+00;;;;703;6,80E-01;-1,12E+00;;;;703;6,40E-01;-1,12E+00;;;;
704;6,40E-01;-1,16E+00;;;;704;6,40E-01;-1,16E+00;;;;704;6,40E-01;-1,16E+00;;;;
705;7,20E-01;-9,60E-01;;;;705;7,20E-01;-9,60E-01;;;;705;7,20E-01;-9,60E-01;;;;
706;6,80E-01;-1,00E+00;;;;706;6,80E-01;-1,00E+00;;;;706;6,80E-01;-9,60E-01;;;;
707;7,60E-01;-8,00E-01;;;;707;7,60E-01;-8,00E-01;;;;707;7,60E-01;-7,60E-01;;;;
708;7,60E-01;-8,40E-01;;;;708;7,20E-01;-8,00E-01;;;;708;7,60E-01;-8,00E-01;;;;
709;8,00E-01;-6,40E-01;;;;709;8,40E-01;-6,40E-01;;;;709;8,40E-01;-6,00E-01;;;;
710;8,00E-01;-6,80E-01;;;;710;8,00E-01;-6,40E-01;;;;710;8,00E-01;-6,80E-01;;;;
711;8,80E-01;-4,80E-01;;;;711;8,40E-01;-4,80E-01;;;;711;8,80E-01;-4,80E-01;;;;
712;8,40E-01;-5,20E-01;;;;712;8,40E-01;-5,20E-01;;;;712;8,40E-01;-5,20E-01;;;;
713;9,20E-01;-3,60E-01;;;;713;9,20E-01;-3,60E-01;;;;713;9,20E-01;-3,60E-01;;;;
714;8,80E-01;-4,00E-01;;;;714;8,80E-01;-3,60E-01;;;;714;8,80E-01;-3,60E-01;;;;
715;9,60E-01;-2,40E-01;;;;715;9,60E-01;-2,00E-01;;;;715;9,60E-01;-2,00E-01;;;;
716;9,20E-01;-2,40E-01;;;;716;9,20E-01;-2,40E-01;;;;716;9,20E-01;-2,40E-01;;;;
717;1,00E+00;-8,00E-02;;;;717;1,00E+00;-8,00E-02;;;;717;1,00E+00;-1,20E-01;;;;
718;9,60E-01;-1,60E-01;;;;718;9,60E-01;-1,60E-01;;;;718;9,60E-01;-1,60E-01;;;;
719;1,04E+00;0,00E+00;;;;719;1,04E+00;0,00E+00;;;;719;1,04E+00;4,00E-02;;;;
720;1,00E+00;-4,00E-02;;;;720;1,00E+00;-4,00E-02;;;;720;9,60E-01;0,00E+00;;;;
721;1,08E+00;1,20E-01;;;;721;1,08E+00;1,20E-01;;;;721;1,08E+00;1,20E-01;;;;
722;1,04E+00;8,00E-02;;;;722;1,04E+00;8,00E-02;;;;722;1,04E+00;8,00E-02;;;;
723;1,12E+00;2,00E-01;;;;723;1,12E+00;2,00E-01;;;;723;1,12E+00;2,00E-01;;;;
724;1,12E+00;1,60E-01;;;;724;1,12E+00;1,60E-01;;;;724;1,08E+00;1,60E-01;;;;
725;1,04E+00;2,80E-01;;;;725;1,04E+00;2,80E-01;;;;725;1,16E+00;3,20E-01;;;;
726;1,08E+00;2,80E-01;;;;726;1,08E+00;2,40E-01;;;;726;1,08E+00;2,80E-01;;;;
727;1,16E+00;4,00E-01;;;;727;1,16E+00;3,60E-01;;;;727;1,20E+00;4,00E-01;;;;
728;1,12E+00;3,20E-01;;;;728;1,12E+00;3,60E-01;;;;728;1,12E+00;3,60E-01;;;;
729;1,20E+00;4,40E-01;;;;729;1,20E+00;4,80E-01;;;;729;1,20E+00;4,40E-01;;;;
730;1,20E+00;4,40E-01;;;;730;1,16E+00;4,40E-01;;;;730;1,16E+00;4,40E-01;;;;
731;1,12E+00;5,60E-01;;;;731;1,24E+00;5,60E-01;;;;731;1,24E+00;5,60E-01;;;;
732;1,24E+00;4,80E-01;;;;732;1,16E+00;5,20E-01;;;;732;1,16E+00;5,20E-01;;;;
733;1,16E+00;6,00E-01;;;;733;1,24E+00;6,00E-01;;;;733;1,24E+00;6,00E-01;;;;
734;1,20E+00;5,60E-01;;;;734;1,20E+00;5,60E-01;;;;734;1,20E+00;5,60E-01;;;;
735;1,28E+00;6,40E-01;;;;735;1,28E+00;6,80E-01;;;;735;1,28E+00;6,80E-01;;;;
736;1,28E+00;6,40E-01;;;;736;1,20E+00;6,40E-01;;;;736;1,24E+00;6,40E-01;;;;
737;1,20E+00;7,20E-01;;;;737;1,28E+00;7,20E-01;;;;737;1,28E+00;7,20E-01;;;;
738;1,24E+00;6,80E-01;;;;738;1,24E+00;6,80E-01;;;;738;1,24E+00;6,80E-01;;;;
739;1,32E+00;8,00E-01;;;;739;1,32E+00;8,00E-01;;;;739;1,32E+00;8,00E-01;;;;
740;1,32E+00;7,60E-01;;;;740;1,24E+00;7,60E-01;;;;740;1,28E+00;7,60E-01;;;;
741;1,24E+00;8,40E-01;;;;741;1,32E+00;8,40E-01;;;;741;1,32E+00;8,40E-01;;;;
742;1,28E+00;8,00E-01;;;;742;1,28E+00;8,00E-01;;;;742;1,28E+00;8,00E-01;;;;
743;1,36E+00;8,80E-01;;;;743;1,32E+00;8,80E-01;;;;743;1,36E+00;8,80E-01;;;;
744;1,28E+00;8,40E-01;;;;744;1,28E+00;8,40E-01;;;;744;1,36E+00;8,40E-01;;;;
745;1,36E+00;9,20E-01;;;;745;1,36E+00;9,20E-01;;;;745;1,28E+00;9,20E-01;;;;
746;1,36E+00;8,80E-01;;;;746;1,36E+00;8,80E-01;;;;746;1,36E+00;8,80E-01;;;;
747;1,28E+00;1,00E+00;;;;747;1,28E+00;9,60E-01;;;;747;1,28E+00;9,60E-01;;;;
748;1,32E+00;9,20E-01;;;;748;1,32E+00;9,20E-01;;;;748;1,32E+00;9,20E-01;;;;
749;1,40E+00;1,00E+00;;;;749;1,40E+00;1,00E+00;;;;749;1,40E+00;1,00E+00;;;;
750;1,32E+00;9,60E-01;;;;750;1,32E+00;9,60E-01;;;;750;1,40E+00;1,00E+00;;;;
751;1,40E+00;1,04E+00;;;;751;1,40E+00;1,04E+00;;;;751;1,32E+00;1,08E+00;;;;
752;1,36E+00;1,00E+00;;;;752;1,36E+00;1,00E+00;;;;752;1,40E+00;1,00E+00;;;;
753;1,40E+00;1,08E+00;;;;753;1,40E+00;1,08E+00;;;;753;1,32E+00;1,08E+00;;;;
754;1,36E+00;1,04E+00;;;;754;1,36E+00;1,04E+00;;;;754;1,36E+00;1,04E+00;;;;
755;1,40E+00;1,12E+00;;;;755;1,40E+00;1,12E+00;;;;755;1,44E+00;1,12E+00;;;;
756;1,36E+00;1,08E+00;;;;756;1,36E+00;1,08E+00;;;;756;1,44E+00;1,08E+00;;;;
757;1,44E+00;1,16E+00;;;;757;1,44E+00;1,16E+00;;;;757;1,36E+00;1,16E+00;;;;
758;1,44E+00;1,12E+00;;;;758;1,44E+00;1,12E+00;;;;758;1,36E+00;1,12E+00;;;;
759;1,36E+00;1,20E+00;;;;759;1,36E+00;1,20E+00;;;;759;1,44E+00;1,20E+00;;;;
760;1,40E+00;1,20E+00;;;;760;1,40E+00;1,12E+00;;;;760;1,44E+00;1,20E+00;;;;
761;1,44E+00;1,12E+00;;;;761;1,44E+00;1,24E+00;;;;761;1,36E+00;1,12E+00;;;;
762;1,40E+00;1,16E+00;;;;762;1,40E+00;1,16E+00;;;;762;1,40E+00;1,24E+00;;;;
763;1,44E+00;1,24E+00;;;;763;1,44E+00;1,24E+00;;;;763;1,48E+00;1,16E+00;;;;
764;1,40E+00;1,24E+00;;;;764;1,40E+00;1,20E+00;;;;764;1,40E+00;1,20E+00;;;;
765;1,48E+00;1,20E+00;;;;765;1,48E+00;1,28E+00;;;;765;1,48E+00;1,24E+00;;;;
766;1,48E+00;1,20E+00;;;;766;1,40E+00;1,24E+00;;;;766;1,48E+00;1,20E+00;;;;
767;1,40E+00;1,28E+00;;;;767;1,48E+00;1,28E+00;;;;767;1,40E+00;1,28E+00;;;;
768;1,40E+00;1,24E+00;;;;768;1,48E+00;1,24E+00;;;;768;1,40E+00;1,24E+00;;;;
769;1,48E+00;1,32E+00;;;;769;1,40E+00;1,32E+00;;;;769;1,48E+00;1,32E+00;;;;
770;1,44E+00;1,32E+00;;;;770;1,40E+00;1,32E+00;;;;770;1,44E+00;1,32E+00;;;;
771;1,48E+00;1,24E+00;;;;771;1,52E+00;1,24E+00;;;;771;1,48E+00;1,24E+00;;;;
772;1,44E+00;1,24E+00;;;;772;1,44E+00;1,28E+00;;;;772;1,48E+00;1,28E+00;;;;
773;1,48E+00;1,32E+00;;;;773;1,48E+00;1,36E+00;;;;773;1,44E+00;1,36E+00;;;;
774;1,44E+00;1,28E+00;;;;774;1,44E+00;1,28E+00;;;;774;1,44E+00;1,28E+00;;;;
775;1,52E+00;1,36E+00;;;;775;1,48E+00;1,36E+00;;;;775;1,52E+00;1,36E+00;;;;
776;1,44E+00;1,36E+00;;;;776;1,44E+00;1,36E+00;;;;776;1,44E+00;1,32E+00;;;;
777;1,52E+00;1,32E+00;;;;777;1,52E+00;1,32E+00;;;;777;1,52E+00;1,40E+00;;;;
778;1,44E+00;1,32E+00;;;;778;1,44E+00;1,32E+00;;;;778;1,52E+00;1,32E+00;;;;
779;1,52E+00;1,40E+00;;;;779;1,52E+00;1,40E+00;;;;779;1,44E+00;1,40E+00;;;;
780;1,44E+00;1,40E+00;;;;780;1,44E+00;1,36E+00;;;;780;1,52E+00;1,36E+00;;;;
781;1,52E+00;1,32E+00;;;;781;1,52E+00;1,40E+00;;;;781;1,44E+00;1,40E+00;;;;
782;1,44E+00;1,40E+00;;;;782;1,44E+00;1,36E+00;;;;782;1,48E+00;1,36E+00;;;;
783;1,52E+00;1,36E+00;;;;783;1,52E+00;1,40E+00;;;;783;1,52E+00;1,40E+00;;;;
784;1,44E+00;1,40E+00;;;;784;1,48E+00;1,36E+00;;;;784;1,48E+00;1,36E+00;;;;
785;1,56E+00;1,36E+00;;;;785;1,52E+00;1,44E+00;;;;785;1,56E+00;1,44E+00;;;;
786;1,48E+00;1,44E+00;;;;786;1,52E+00;1,40E+00;;;;786;1,48E+00;1,36E+00;;;;
787;1,52E+00;1,36E+00;;;;787;1,48E+00;1,44E+00;;;;787;1,56E+00;1,44E+00;;;;
788;1,52E+00;1,40E+00;;;;788;1,52E+00;1,44E+00;;;;788;1,48E+00;1,40E+00;;;;
789;1,44E+00;1,44E+00;;;;789;1,48E+00;1,40E+00;;;;789;1,52E+00;1,44E+00;;;;
790;1,48E+00;1,40E+00;;;;790;1,48E+00;1,40E+00;;;;790;1,48E+00;1,40E+00;;;;
791;1,56E+00;1,44E+00;;;;791;1,56E+00;1,44E+00;;;;791;1,56E+00;1,48E+00;;;;
792;1,48E+00;1,40E+00;;;;792;1,48E+00;1,40E+00;;;;792;1,48E+00;1,40E+00;;;;
793;1,56E+00;1,48E+00;;;;793;1,56E+00;1,48E+00;;;;793;1,56E+00;1,48E+00;;;;
794;1,48E+00;1,48E+00;;;;794;1,52E+00;1,40E+00;;;;794;1,48E+00;1,40E+00;;;;
795;1,56E+00;1,40E+00;;;;795;1,48E+00;1,48E+00;;;;795;1,56E+00;1,48E+00;;;;
796;1,48E+00;1,44E+00;;;;796;1,48E+00;1,48E+00;;;;796;1,48E+00;1,48E+00;;;;
797;1,56E+00;1,48E+00;;;;797;1,56E+00;1,40E+00;;;;797;1,52E+00;1,40E+00;;;;
798;1,48E+00;1,44E+00;;;;798;1,48E+00;1,48E+00;;;;798;1,48E+00;1,44E+00;;;;
799;1,56E+00;1,48E+00;;;;799;1,56E+00;1,40E+00;;;;799;1,56E+00;1,48E+00;;;;
800;1,48E+00;1,44E+00;;;;800;1,48E+00;1,44E+00;;;;800;1,56E+00;1,44E+00;;;;
801;1,56E+00;1,52E+00;;;;801;1,56E+00;1,52E+00;;;;801;1,48E+00;1,52E+00;;;;
802;1,48E+00;1,52E+00;;;;802;1,56E+00;1,44E+00;;;;802;1,56E+00;1,44E+00;;;;
803;1,56E+00;1,44E+00;;;;803;1,48E+00;1,52E+00;;;;803;1,48E+00;1,52E+00;;;;
804;1,56E+00;1,44E+00;;;;804;1,56E+00;1,44E+00;;;;804;1,52E+00;1,44E+00;;;;
805;1,48E+00;1,52E+00;;;;805;1,48E+00;1,52E+00;;;;805;1,56E+00;1,52E+00;;;;
806;1,56E+00;1,52E+00;;;;806;1,56E+00;1,44E+00;;;;806;1,56E+00;1,52E+00;;;;
807;1,48E+00;1,44E+00;;;;807;1,48E+00;1,52E+00;;;;807;1,48E+00;1,44E+00;;;;
808;1,52E+00;1,52E+00;;;;808;1,56E+00;1,52E+00;;;;808;1,56E+00;1,52E+00;;;;
809;1,56E+00;1,44E+00;;;;809;1,48E+00;1,44E+00;;;;809;1,48E+00;1,44E+00;;;;
810;1,56E+00;1,48E+00;;;;810;1,48E+00;1,48E+00;;;;810;1,56E+00;1,48E+00;;;;
811;1,48E+00;1,52E+00;;;;811;1,56E+00;1,52E+00;;;;811;1,52E+00;1,52E+00;;;;
812;1,56E+00;1,48E+00;;;;812;1,56E+00;1,48E+00;;;;812;1,48E+00;1,48E+00;;;;
813;1,48E+00;1,52E+00;;;;813;1,48E+00;1,52E+00;;;;813;1,56E+00;1,52E+00;;;;
814;1,48E+00;1,48E+00;;;;814;1,56E+00;1,48E+00;;;;814;1,56E+00;1,48E+00;;;;
815;1,56E+00;1,56E+00;;;;815;1,48E+00;1,56E+00;;;;815;1,52E+00;1,56E+00;;;;
816;1,56E+00;1,52E+00;;;;816;1,52E+00;1,48E+00;;;;816;1,56E+00;1,48E+00;;;;
817;1,48E+00;1,48E+00;;;;817;1,56E+00;1,56E+00;;;;817;1,52E+00;1,56E+00;;;;
818;1,52E+00;1,48E+00;;;;818;1,56E+00;1,48E+00;;;;818;1,56E+00;1,56E+00;;;;
819;1,56E+00;1,56E+00;;;;819;1,52E+00;1,56E+00;;;;819;1,52E+00;1,48E+00;;;;
820;1,56E+00;1,48E+00;;;;820;1,56E+00;1,56E+00;;;;820;1,52E+00;1,48E+00;;;;
821;1,52E+00;1,56E+00;;;;821;1,48E+00;1,48E+00;;;;821;1,56E+00;1,56E+00;;;;
822;1,56E+00;1,56E+00;;;;822;1,52E+00;1,56E+00;;;;822;1,60E+00;1,56E+00;;;;
823;1,52E+00;1,48E+00;;;;823;1,56E+00;1,48E+00;;;;823;1,48E+00;1,48E+00;;;;
824;1,56E+00;1,56E+00;;;;824;1,56E+00;1,52E+00;;;;824;1,52E+00;1,52E+00;;;;
825;1,52E+00;1,48E+00;;;;825;1,48E+00;1,56E+00;;;;825;1,60E+00;1,56E+00;;;;
826;1,56E+00;1,52E+00;;;;826;1,52E+00;1,56E+00;;;;826;1,56E+00;1,56E+00;;;;
827;1,52E+00;1,56E+00;;;;827;1,56E+00;1,48E+00;;;;827;1,48E+00;1,52E+00;;;;
828;1,56E+00;1,56E+00;;;;828;1,52E+00;1,56E+00;;;;828;1,56E+00;1,56E+00;;;;
829;1,52E+00;1,48E+00;;;;829;1,56E+00;1,48E+00;;;;829;1,52E+00;1,52E+00;;;;
830;1,56E+00;1,52E+00;;;;830;1,56E+00;1,52E+00;;;;830;1,56E+00;1,56E+00;;;;
831;1,48E+00;1,56E+00;;;;831;1,48E+00;1,56E+00;;;;831;1,52E+00;1,52E+00;;;;
832;1,48E+00;1,52E+00;;;;832;1,52E+00;1,52E+00;;;;832;1,60E+00;1,52E+00;;;;
833;1,60E+00;1,56E+00;;;;833;1,56E+00;1,56E+00;;;;833;1,48E+00;1,56E+00;;;;
834;1,52E+00;1,56E+00;;;;834;1,52E+00;1,56E+00;;;;834;1,52E+00;1,56E+00;;;;
835;1,56E+00;1,48E+00;;;;835;1,56E+00;1,52E+00;;;;835;1,60E+00;1,52E+00;;;;
836;1,52E+00;1,56E+00;;;;836;1,56E+00;1,56E+00;;;;836;1,52E+00;1,52E+00;;;;
837;1,60E+00;1,52E+00;;;;837;1,52E+00;1,52E+00;;;;837;1,60E+00;1,56E+00;;;;
838;1,52E+00;1,52E+00;;;;838;1,52E+00;1,52E+00;;;;838;1,52E+00;1,52E+00;;;;
839;1,56E+00;1,60E+00;;;;839;1,60E+00;1,56E+00;;;;839;1,60E+00;1,60E+00;;;;
840;1,52E+00;1,52E+00;;;;840;1,56E+00;1,56E+00;;;;840;1,52E+00;1,52E+00;;;;
841;1,60E+00;1,60E+00;;;;841;1,52E+00;1,52E+00;;;;841;1,56E+00;1,60E+00;;;;
842;1,52E+00;1,52E+00;;;;842;1,52E+00;1,56E+00;;;;842;1,56E+00;1,60E+00;;;;
843;1,56E+00;1,60E+00;;;;843;1,56E+00;1,52E+00;;;;843;-5,20E-01;1,48E+00;;;;
844;1,56E+00;1,52E+00;;;;844;1,56E+00;1,52E+00;;;;844;-4,80E-01;1,56E+00;;;;
845;1,52E+00;1,60E+00;;;;845;1,52E+00;1,60E+00;;;;845;-5,60E-01;1,32E+00;;;;
846;1,56E+00;1,52E+00;;;;846;1,52E+00;1,52E+00;;;;846;-5,20E-01;1,36E+00;;;;
847;1,52E+00;1,60E+00;;;;847;1,60E+00;1,56E+00;;;;847;-6,40E-01;1,12E+00;;;;
848;1,52E+00;1,56E+00;;;;848;1,52E+00;1,52E+00;;;;848;-6,00E-01;1,16E+00;;;;
849;1,60E+00;1,52E+00;;;;849;1,60E+00;1,60E+00;;;;849;-6,80E-01;9,60E-01;;;;
850;1,52E+00;1,52E+00;;;;850;1,52E+00;1,52E+00;;;;850;-6,40E-01;1,00E+00;;;;
851;1,60E+00;1,60E+00;;;;851;1,60E+00;1,60E+00;;;;851;-7,20E-01;8,00E-01;;;;
852;1,56E+00;1,60E+00;;;;852;1,52E+00;1,52E+00;;;;852;-6,80E-01;8,40E-01;;;;
853;1,52E+00;1,52E+00;;;;853;1,60E+00;1,60E+00;;;;853;-8,00E-01;6,80E-01;;;;
854;1,52E+00;1,52E+00;;;;854;1,52E+00;1,60E+00;;;;854;-7,60E-01;6,80E-01;;;;
855;1,56E+00;1,60E+00;;;;855;1,60E+00;1,52E+00;;;;855;-8,40E-01;5,20E-01;;;;
856;1,52E+00;1,56E+00;;;;856;1,52E+00;1,52E+00;;;;856;-8,00E-01;5,60E-01;;;;
857;1,60E+00;1,52E+00;;;;857;1,60E+00;1,60E+00;;;;857;-8,80E-01;4,00E-01;;;;
858;1,52E+00;1,52E+00;;;;858;1,60E+00;1,60E+00;;;;858;-8,40E-01;4,40E-01;;;;
859;1,60E+00;1,60E+00;;;;859;-5,20E-01;1,52E+00;;;;859;-9,20E-01;2,80E-01;;;;
860;1,52E+00;1,52E+00;;;;860;-4,80E-01;1,52E+00;;;;860;-8,80E-01;2,80E-01;;;;
861;1,60E+00;1,60E+00;;;;861;-5,60E-01;1,32E+00;;;;861;-9,60E-01;1,60E-01;;;;
862;1,60E+00;1,60E+00;;;;862;-5,20E-01;1,36E+00;;;;862;-9,20E-01;2,00E-01;;;;
863;1,52E+00;1,52E+00;;;;863;-6,40E-01;1,12E+00;;;;863;-1,00E+00;8,00E-02;;;;
864;1,60E+00;1,52E+00;;;;864;-6,00E-01;1,16E+00;;;;864;-9,60E-01;8,00E-02;;;;
865;1,52E+00;1,60E+00;;;;865;-6,80E-01;9,60E-01;;;;865;-1,04E+00;-4,00E-02;;;;
866;1,52E+00;1,52E+00;;;;866;-6,40E-01;1,00E+00;;;;866;-1,00E+00;0,00E+00;;;;
867;1,60E+00;1,60E+00;;;;867;-7,60E-01;8,00E-01;;;;867;-1,08E+00;-1,20E-01;;;;
868;1,52E+00;1,60E+00;;;;868;-6,80E-01;8,40E-01;;;;868;-1,04E+00;-1,20E-01;;;;
869;1,60E+00;1,52E+00;;;;869;-7,60E-01;6,40E-01;;;;869;-1,08E+00;-2,40E-01;;;;
870;1,52E+00;1,60E+00;;;;870;-7,60E-01;6,80E-01;;;;870;-1,04E+00;-2,00E-01;;;;
871;1,60E+00;1,52E+00;;;;871;-8,40E-01;4,80E-01;;;;871;-1,12E+00;-3,20E-01;;;;
872;1,52E+00;1,60E+00;;;;872;-8,00E-01;5,60E-01;;;;872;-1,08E+00;-2,80E-01;;;;
873;1,60E+00;1,52E+00;;;;873;-8,80E-01;4,00E-01;;;;873;-1,16E+00;-3,60E-01;;;;
874;1,60E+00;1,60E+00;;;;874;-8,40E-01;4,00E-01;;;;874;-1,12E+00;-3,60E-01;;;;
875;1,52E+00;1,52E+00;;;;875;-9,20E-01;2,80E-01;;;;875;-1,16E+00;-4,40E-01;;;;
876;1,60E+00;1,60E+00;;;;876;-8,80E-01;2,80E-01;;;;876;-1,12E+00;-4,00E-01;;;;
877;1,52E+00;1,52E+00;;;;877;-9,60E-01;1,60E-01;;;;877;-1,20E+00;-5,20E-01;;;;
878;1,52E+00;1,60E+00;;;;878;-9,20E-01;2,00E-01;;;;878;-1,20E+00;-4,80E-01;;;;
879;1,60E+00;1,52E+00;;;;879;-1,00E+00;8,00E-02;;;;879;-1,12E+00;-6,00E-01;;;;
880;1,52E+00;1,52E+00;;;;880;-9,60E-01;8,00E-02;;;;880;-1,16E+00;-5,60E-01;;;;
881;1,60E+00;1,60E+00;;;;881;-1,04E+00;-4,00E-02;;;;881;-1,24E+00;-6,40E-01;;;;
882;1,52E+00;1,60E+00;;;;882;-9,60E-01;0,00E+00;;;;882;-1,24E+00;-6,00E-01;;;;
883;1,60E+00;1,52E+00;;;;883;-1,04E+00;-1,60E-01;;;;883;-1,16E+00;-6,80E-01;;;;
884;1,52E+00;1,60E+00;;;;884;-1,00E+00;-1,20E-01;;;;884;-1,16E+00;-6,80E-01;;;;
885;1,60E+00;1,52E+00;;;;885;-1,12E+00;-2,40E-01;;;;885;-1,28E+00;-7,60E-01;;;;
886;1,60E+00;1,52E+00;;;;886;-1,04E+00;-2,00E-01;;;;886;-1,20E+00;-7,20E-01;;;;
887;1,52E+00;1,60E+00;;;;887;-1,12E+00;-3,20E-01;;;;887;-1,28E+00;-8,00E-01;;;;
888;1,52E+00;1,60E+00;;;;888;-1,08E+00;-2,80E-01;;;;888;-1,24E+00;-7,60E-01;;;;
889;1,60E+00;1,52E+00;;;;889;-1,12E+00;-4,00E-01;;;;889;-1,28E+00;-8,40E-01;;;;
890;1,52E+00;1,60E+00;;;;890;-1,08E+00;-3,60E-01;;;;890;-1,24E+00;-8,00E-01;;;;
891;1,60E+00;1,52E+00;;;;891;-1,16E+00;-4,40E-01;;;;891;-1,32E+00;-8,80E-01;;;;
892;1,52E+00;1,60E+00;;;;892;-1,12E+00;-4,40E-01;;;;892;-1,28E+00;-8,40E-01;;;;
893;1,60E+00;1,52E+00;;;;893;-1,16E+00;-5,20E-01;;;;893;-1,32E+00;-9,20E-01;;;;
894;1,52E+00;1,56E+00;;;;894;-1,12E+00;-4,80E-01;;;;894;-1,28E+00;-8,80E-01;;;;
895;1,60E+00;1,60E+00;;;;895;-1,20E+00;-6,00E-01;;;;895;-1,32E+00;-9,60E-01;;;;
896;1,52E+00;1,52E+00;;;;896;-1,16E+00;-5,60E-01;;;;896;-1,28E+00;-9,20E-01;;;;
897;1,60E+00;1,60E+00;;;;897;-1,24E+00;-6,40E-01;;;;897;-1,36E+00;-1,00E+00;;;;
898;1,52E+00;1,56E+00;;;;898;-1,24E+00;-6,00E-01;;;;898;-1,28E+00;-9,60E-01;;;;
899;1,60E+00;1,60E+00;;;;899;-1,16E+00;-7,20E-01;;;;899;-1,36E+00;-1,04E+00;;;;
