X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;
Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;
1334;-1,12E+00;-4,40E-01;;;;1334;-1,52E+00;-1,48E+00;;;;1334;1,44E+00;1,20E+00;;;;
1335;-1,20E+00;-5,60E-01;;;;1335;6,80E-01;-1,28E+00;;;;1335;1,40E+00;1,24E+00;;;;
1336;-1,16E+00;-5,20E-01;;;;1336;5,20E-01;-1,44E+00;;;;1336;1,40E+00;1,20E+00;;;;
1337;-1,20E+00;-6,00E-01;;;;1337;6,40E-01;-1,20E+00;;;;1337;1,48E+00;1,28E+00;;;;
1338;-1,16E+00;-5,60E-01;;;;1338;6,00E-01;-1,24E+00;;;;1338;1,48E+00;1,28E+00;;;;
1339;-1,24E+00;-6,80E-01;;;;1339;6,80E-01;-1,04E+00;;;;1339;1,40E+00;1,24E+00;;;;
1340;-1,20E+00;-6,40E-01;;;;1340;6,40E-01;-1,04E+00;;;;1340;1,44E+00;1,24E+00;;;;
1341;-1,24E+00;-7,20E-01;;;;1341;7,60E-01;-8,40E-01;;;;1341;1,48E+00;1,32E+00;;;;
1342;-1,20E+00;-6,80E-01;;;;1342;7,20E-01;-8,80E-01;;;;1342;1,48E+00;1,28E+00;;;;
1343;-1,28E+00;-8,00E-01;;;;1343;8,00E-01;-6,80E-01;;;;1343;1,44E+00;1,32E+00;;;;
1344;-1,20E+00;-7,20E-01;;;;1344;7,60E-01;-7,20E-01;;;;1344;1,44E+00;1,28E+00;;;;
1345;-1,28E+00;-8,00E-01;;;;1345;8,40E-01;-5,60E-01;;;;1345;1,52E+00;1,36E+00;;;;
1346;-1,24E+00;-7,60E-01;;;;1346;8,00E-01;-5,60E-01;;;;1346;1,44E+00;1,36E+00;;;;
1347;-1,32E+00;-8,40E-01;;;;1347;8,80E-01;-4,00E-01;;;;1347;1,52E+00;1,28E+00;;;;
1348;-1,24E+00;-8,40E-01;;;;1348;8,40E-01;-4,40E-01;;;;1348;1,44E+00;1,32E+00;;;;
1349;-1,32E+00;-8,80E-01;;;;1349;9,60E-01;-2,40E-01;;;;1349;1,52E+00;1,40E+00;;;;
1350;-1,32E+00;-8,40E-01;;;;1350;9,60E-01;-3,20E-01;;;;1350;1,52E+00;1,32E+00;;;;
1351;-1,24E+00;-9,60E-01;;;;1351;8,80E-01;-1,60E-01;;;;1351;1,44E+00;1,40E+00;;;;
1352;-1,32E+00;-8,80E-01;;;;1352;9,20E-01;-2,00E-01;;;;1352;1,52E+00;1,36E+00;;;;
1353;-1,28E+00;-9,60E-01;;;;1353;1,04E+00;-4,00E-02;;;;1353;1,44E+00;1,40E+00;;;;
1354;-1,28E+00;-9,20E-01;;;;1354;9,60E-01;-8,00E-02;;;;1354;1,48E+00;1,40E+00;;;;
1355;-1,36E+00;-1,00E+00;;;;1355;1,04E+00;8,00E-02;;;;1355;1,52E+00;1,36E+00;;;;
1356;-1,28E+00;-9,60E-01;;;;1356;1,00E+00;4,00E-02;;;;1356;1,48E+00;1,36E+00;;;;
1357;-1,40E+00;-1,04E+00;;;;1357;1,12E+00;1,60E-01;;;;1357;1,52E+00;1,44E+00;;;;
1358;-1,36E+00;-1,00E+00;;;;1358;1,04E+00;1,20E-01;;;;1358;1,48E+00;1,40E+00;;;;
1359;-1,32E+00;-1,08E+00;;;;1359;1,12E+00;2,40E-01;;;;1359;1,52E+00;1,44E+00;;;;
1360;-1,32E+00;-1,00E+00;;;;1360;1,08E+00;2,40E-01;;;;1360;1,48E+00;1,40E+00;;;;
1361;-1,40E+00;-1,08E+00;;;;1361;1,16E+00;3,20E-01;;;;1361;1,52E+00;1,44E+00;;;;
1362;-1,32E+00;-1,04E+00;;;;1362;1,08E+00;3,20E-01;;;;1362;1,52E+00;1,40E+00;;;;
1363;-1,40E+00;-1,12E+00;;;;1363;1,20E+00;4,00E-01;;;;1363;1,48E+00;1,48E+00;;;;
1364;-1,40E+00;-1,08E+00;;;;1364;1,20E+00;4,00E-01;;;;1364;1,48E+00;1,40E+00;;;;
1365;-1,32E+00;-1,16E+00;;;;1365;1,12E+00;5,20E-01;;;;1365;1,56E+00;1,48E+00;;;;
1366;-1,40E+00;-1,16E+00;;;;1366;1,16E+00;4,40E-01;;;;1366;1,48E+00;1,48E+00;;;;
1367;-1,36E+00;-1,08E+00;;;;1367;1,24E+00;5,60E-01;;;;1367;1,56E+00;1,40E+00;;;;
1368;-1,36E+00;-1,12E+00;;;;1368;1,20E+00;5,60E-01;;;;1368;1,56E+00;1,48E+00;;;;
1369;-1,40E+00;-1,20E+00;;;;1369;1,24E+00;6,40E-01;;;;1369;1,48E+00;1,44E+00;;;;
1370;-1,36E+00;-1,16E+00;;;;1370;1,20E+00;6,00E-01;;;;1370;1,48E+00;1,44E+00;;;;
1371;-1,44E+00;-1,20E+00;;;;1371;1,28E+00;7,20E-01;;;;1371;1,56E+00;1,52E+00;;;;
1372;-1,36E+00;-1,16E+00;;;;1372;1,28E+00;6,80E-01;;;;1372;1,56E+00;1,44E+00;;;;
1373;-1,44E+00;-1,20E+00;;;;1373;1,24E+00;7,60E-01;;;;1373;1,48E+00;1,52E+00;;;;
1374;-1,36E+00;-1,16E+00;;;;1374;1,24E+00;7,20E-01;;;;1374;1,56E+00;1,52E+00;;;;
1375;-1,44E+00;-1,24E+00;;;;1375;1,32E+00;8,00E-01;;;;1375;1,48E+00;1,44E+00;;;;
1376;-1,36E+00;-1,20E+00;;;;1376;1,32E+00;7,60E-01;;;;1376;1,56E+00;1,52E+00;;;;
1377;-1,44E+00;-1,28E+00;;;;1377;1,28E+00;8,40E-01;;;;1377;1,48E+00;1,44E+00;;;;
1378;-1,40E+00;-1,20E+00;;;;1378;1,28E+00;8,00E-01;;;;1378;1,56E+00;1,44E+00;;;;
1379;-1,44E+00;-1,28E+00;;;;1379;1,36E+00;9,20E-01;;;;1379;1,48E+00;1,52E+00;;;;
1380;-1,40E+00;-1,24E+00;;;;1380;1,28E+00;8,80E-01;;;;1380;1,48E+00;1,52E+00;;;;
1381;-1,44E+00;-1,28E+00;;;;1381;1,36E+00;9,60E-01;;;;1381;1,56E+00;1,48E+00;;;;
1382;-1,40E+00;-1,28E+00;;;;1382;1,32E+00;9,20E-01;;;;1382;1,56E+00;1,52E+00;;;;
1383;-1,44E+00;-1,24E+00;;;;1383;1,36E+00;1,00E+00;;;;1383;1,48E+00;1,48E+00;;;;
1384;-1,40E+00;-1,24E+00;;;;1384;1,32E+00;9,60E-01;;;;1384;1,56E+00;1,48E+00;;;;
1385;-1,48E+00;-1,32E+00;;;;1385;1,40E+00;1,04E+00;;;;1385;1,52E+00;1,56E+00;;;;
1386;-1,40E+00;-1,24E+00;;;;1386;1,36E+00;1,00E+00;;;;1386;1,48E+00;1,56E+00;;;;
1387;-1,48E+00;-1,32E+00;;;;1387;1,40E+00;1,08E+00;;;;1387;1,60E+00;1,48E+00;;;;
1388;-1,40E+00;-1,28E+00;;;;1388;1,40E+00;1,04E+00;;;;1388;1,56E+00;1,56E+00;;;;
1389;-1,48E+00;-1,36E+00;;;;1389;1,32E+00;1,08E+00;;;;1389;1,48E+00;1,48E+00;;;;
1390;-1,40E+00;-1,28E+00;;;;1390;1,36E+00;1,12E+00;;;;1390;1,56E+00;1,56E+00;;;;
1391;-1,48E+00;-1,32E+00;;;;1391;1,44E+00;1,04E+00;;;;1391;1,48E+00;1,48E+00;;;;
1392;-1,48E+00;-1,28E+00;;;;1392;1,36E+00;1,08E+00;;;;1392;1,56E+00;1,56E+00;;;;
1393;-1,40E+00;-1,36E+00;;;;1393;1,44E+00;1,20E+00;;;;1393;1,52E+00;1,48E+00;;;;
1394;-1,40E+00;-1,32E+00;;;;1394;1,40E+00;1,12E+00;;;;1394;1,48E+00;1,52E+00;;;;
1395;-1,48E+00;-1,36E+00;;;;1395;1,44E+00;1,20E+00;;;;1395;1,60E+00;1,56E+00;;;;
1396;-1,44E+00;-1,32E+00;;;;1396;1,44E+00;1,16E+00;;;;1396;1,48E+00;1,52E+00;;;;
1397;-1,48E+00;-1,36E+00;;;;1397;1,40E+00;1,24E+00;;;;1397;1,60E+00;1,56E+00;;;;
1398;-1,44E+00;-1,36E+00;;;;1398;1,40E+00;1,20E+00;;;;1398;1,52E+00;1,56E+00;;;;
1399;-1,48E+00;-1,32E+00;;;;1399;1,48E+00;1,24E+00;;;;1399;1,60E+00;1,48E+00;;;;
